contest_key,place,score,team_name
1.0,1.0,177.7144,BIG JT'S SMOKIN BBQ
1.0,2.0,177.7028,GILLY'S BBQ
1.0,3.0,176.0116,Here for the Beer
1.0,4.0,174.8456,MAKING MEAT BBQ
1.0,5.0,174.2744,ONE2BBQ
1.0,6.0,172.0,BARK SHARK BBQ
1.0,7.0,172.0,THIN BLUE BBQ
1.0,8.0,171.9656,SMITTY'S REAL PIT BBQ
1.0,9.0,171.44,ROB-A-QUE
1.0,10.0,170.88,FLYING PIG &AMP; SONS BBQ
1.0,11.0,170.32,HOOSIER MARKET BARBEQUE
1.0,12.0,169.7144,THUNDER HOG BBQ
1.0,13.0,169.12,MONTY PIGTHON & THE HOLY GRILL
1.0,14.0,167.4288,HOGAHOLICS
1.0,15.0,167.3828,LOTTA BULL BBQ
1.0,16.0,166.8112,Tiki Q
1.0,17.0,166.2856,WEQ4U
1.0,18.0,166.24,BACK PORCH Q
1.0,19.0,165.7028,SWEET BLAQ ASH
1.0,20.0,165.68,HOOSIER FAVORITE BBQ
1.0,21.0,165.1772,CHERRY RED ROASTERS
1.0,22.0,165.1428,Baconators
1.0,23.0,165.12,EAT MOR BUTT BBQ
1.0,24.0,164.5484,Jimmie James BBQ
1.0,25.0,164.5372,ALL IN QUE
1.0,26.0,163.9656,RIB RUNNERS
1.0,27.0,163.9428,FOWL BUTT BBQ
1.0,28.0,163.4172,ACME BBQ
1.0,29.0,163.4056,SWEET LIPS BBQ
1.0,30.0,162.8228,PIG PAK
1.0,31.0,162.3316,EXTRA MILE BBQ
1.0,32.0,162.2516,RISKY BRISKET
1.0,33.0,162.2512,FARMER'S RETREAT SMOKIN BARBEQUE
1.0,34.0,161.6916,THE PURPLE PIG
1.0,36.0,160.5372,ABLE ACRES BBQ
1.0,37.0,160.5372,BLUE CHIP BBQ
1.0,38.0,159.9656,BONEHEAD BBQ
1.0,39.0,159.9544,Hot Racks & BBQ Stacks
1.0,40.0,159.3828,WARREN COUNTY PORK CHOPPERS
1.0,41.0,158.8572,
1.0,42.0,157.7144,Hickory Flats BBQ
1.0,43.0,157.6572,VELVET SMOKE
1.0,44.0,157.6572,WOODPILE BBQ SHACK
1.0,45.0,157.0628,Bruno's BBQ
1.0,46.0,156.5256,82'S BBQ CREW
1.0,47.0,155.9656,ButtRubbers BBQ
1.0,48.0,155.4056,SMOKE SIEGE BARBECUE
1.0,49.0,155.3828,SQUEALERS AWARD WINNING BARBEQUE
1.0,50.0,154.2284,ROLLIN RIBS
1.0,51.0,153.6456,YELLOW RIVER BBQ
1.0,52.0,151.44,H-TOWN FAMILY QUE
1.0,53.0,146.9488,HARLEY'S HARDWOODZ BBQ
1.0,54.0,146.8344,SMOKEY RIVER BBQ
1.0,55.0,141.7144,DBL-D BARBEQUE.COM
1.0,56.0,138.8,The Dark Side of the Q
2.0,1.0,176.56,BURNIN BOBS BUTTS N BONES
2.0,2.0,172.5484,BACKDRAFT BBQ
2.0,3.0,172.0,SMOKE N THE ROCKIES
2.0,4.0,171.9772,CHIBI-Q
2.0,5.0,171.9656,FLYBOY BBQ
2.0,6.0,171.4172,STARS AND STRIPES BBQ
2.0,7.0,171.4056,3 Lil' Mac's BBQ
2.0,8.0,169.1316,SMOKIN HOT BUTTS BBQ
2.0,9.0,169.12,COOTERS COUNTRY CATERING
2.0,10.0,168.5372,Trihydro Corporation
2.0,11.0,167.3828,GQUE
2.0,12.0,165.12,PEACE PIT BBQ
2.0,13.0,164.5372,THE CELTIC PIG
2.0,14.0,163.9544,CARCASS COOKERS
2.0,15.0,162.8,LONESTAR SMOKE RANGERS
2.0,16.0,162.24,SMOKIN TIMBERS BBQ
2.0,17.0,161.7144,GETTIN' PIGGY WIT IT!
2.0,18.0,160.0344,Brisket Boys
2.0,19.0,159.9544,DENVER CAJUN BBQ KREWE
2.0,20.0,159.4056,WYOMING BS BBQ
2.0,21.0,159.36,JO-BAWB'S BBQ
2.0,22.0,157.6568,HIGH PLAINS SMOKERS
2.0,23.0,156.5828,Turfy's BBQ
2.0,24.0,155.9312,SWINE DOCTORS
2.0,25.0,155.92,MOE CASON BBQ
2.0,26.0,155.4056,Over the Fence and Woodshack BBQ
2.0,27.0,155.394,BRACKEN RACKS BBQ
2.0,28.0,154.8456,BBQ Knight
2.0,29.0,154.2972,BIRDMAN BBQ
2.0,30.0,154.2056,LITTLE JOE'S BBQ
2.0,31.0,153.6456,LOS NERDS
2.0,32.0,149.6912,Veebar Guest Ranch
2.0,33.0,141.6456,First Interstate Bank
3.0,1.0,176.56,FIRED UP SMOKERS
3.0,2.0,171.9772,Boars Night Out
3.0,3.0,171.4056,Bubba Grills
3.0,4.0,170.2856,CHECKERED PIG
3.0,5.0,167.3712,BAYOU POKER SMOKERS
3.0,6.0,166.8228,Slow Smokin Barbeque Team
3.0,7.0,166.2628,BOBO'S QUE
3.0,8.0,163.9656,GRIDIRON HOGS BBQ
3.0,9.0,163.3828,Muck's Barbeque
3.0,10.0,162.2628,Kings Cooking Team
3.0,11.0,158.24,FIREHOUSE SMOKERS TN
3.0,12.0,156.5028,CheckPoint BBQ
3.0,13.0,155.9544,THE PURLOINED PIG
3.0,14.0,155.92,Nervous Wreck Cooking Crew
3.0,15.0,20.0,THE SHED BBQ JOINT
3.0,16.0,20.0,Mountain Grillas
4.0,1.0,177.7372,YARD TIME BBQ
4.0,2.0,177.1772,GRAUERS' HOGWASH BARBEQUE
4.0,3.0,175.4172,WHISKEY PIT BBQ COMPANY
4.0,4.0,174.2856,Double D Grilling
4.0,5.0,173.7028,GREAT PLAINS BBQ
4.0,6.0,173.1428,Boots Style BBQ
4.0,7.0,173.12,CORN FED BBQ
4.0,8.0,172.56,BUTCHER BBQ
4.0,9.0,171.4172,Rum N Brew BBQ
4.0,10.0,170.88,South of Manitoba
4.0,11.0,170.2972,Shorty's BBQ
4.0,12.0,169.68,RED OAK BBQ
4.0,14.0,169.1428,4 LEGS UP BBQ
4.0,15.0,169.12,C-MOR-BUTZ BBQ
4.0,16.0,166.8344,RUBBING BUTTS BBQ KS
4.0,17.0,164.56,BEST BUTTS AROUND
4.0,18.0,164.56,SMOKE N HOGS BBQ KS
4.0,19.0,163.9772,Smokin Armadilos BBQ
4.0,20.0,163.9656,PORK-N-BEA\'S BBQ
4.0,21.0,162.2628,WILDCATTERS Q CREW
4.0,22.0,160.5484,BACKWOODS GRILLIN'
4.0,23.0,159.44,THE SUN DECK SAUCY SMOKERS
4.0,24.0,158.2972,Chubby Butts BBQ
4.0,25.0,158.2284,LONGBONE BBQ
4.0,26.0,157.12,MOSMOKE BBQ TEAM
4.0,27.0,157.1088,SMOKEAHOLICS KS
4.0,28.0,156.5372,WHITE MOOSE BBQ
4.0,29.0,155.44,GRINDERS BBQ KANSAS CITY
4.0,30.0,155.4172,WOODYS BBQ
4.0,31.0,154.8456,Triple J's BeerBQ Crew
4.0,32.0,154.2744,RAMROD COOKING CREW
4.0,33.0,152.6172,B.S. Cookers
4.0,34.0,152.5256,On The Sauce BBQ
4.0,35.0,149.074,JP CUSTOM SMOKE
4.0,36.0,148.5828,Rub-n-Tail Chug-n-Ale
4.0,37.0,148.5372,3.2 FLU QUE
4.0,38.0,147.4516,CHIP ON OUR SHOULDER
4.0,40.0,141.12,GRILLIN' BEAVERS
4.0,41.0,133.0856,BEAN GOT BBQ
4.0,42.0,121.6572,Tastes A Little Gamey
5.0,2.0,173.7144,MEADOW VALLEY BBQ CO.
5.0,3.0,172.0,MARK'S SMOKIN QUE
5.0,4.0,171.9656,BIG T'Z Q CRU
5.0,5.0,171.4172,TIPPYCANOE BBQ CREW
5.0,6.0,171.4172,MIDNIGHT SMOKERS
5.0,7.0,171.4172,GOTHIC TOWN GRILLERS
5.0,8.0,169.1544,SWEET THING BARBECUE
5.0,9.0,168.0572,Sugar Ray's BBQ
5.0,10.0,167.9656,IOWA'S SMOKEY D'S BBQ
5.0,11.0,166.2744,WOODWARD BARBEQUE
5.0,12.0,165.7144,SMOKEY BOYS AUTHENTIC BBQ
5.0,13.0,165.1428,"Jim's Smokin The Wheels On the Grill"" BBQ"""
5.0,14.0,165.12,PIGSKIN BBQ
5.0,15.0,165.12,MYASSIS SMOKIN'
5.0,16.0,163.9884,REBEL FIRE QUE'N COMPANY
5.0,17.0,163.3828,Dry 2 Da Bone
5.0,18.0,161.1428,SMOKIN BIG DAWGS
5.0,19.0,161.12,BLACK DOG BBQ IA
5.0,20.0,159.9884,Biohazard BBQ
5.0,21.0,159.44,QUE MUCH FUN
5.0,22.0,157.6684,Game On BBQ
5.0,23.0,157.1088,Scrap-Pit BBQ
5.0,24.0,156.0,J & W BBQ
5.0,25.0,151.4172,Smokey the Bandit
5.0,26.0,150.3088,Lu's Brothers
5.0,27.0,148.56,Rib Heaven Bar-B-Q
5.0,28.0,148.5484,Bullie's BBQ
5.0,29.0,147.4284,2 Case BBQ
5.0,30.0,142.8116,Tick Ridge Smokers
5.0,31.0,137.6456,Wimpy's Smokehouse
6.0,1.0,177.7144,PARROTHEAD SMOKERS
6.0,2.0,176.0,BOB & ED EAT SMOKE BBQ
6.0,3.0,175.4172,QUAU
6.0,4.0,175.4172,SUBTLE SMOKE
6.0,5.0,175.4172,EGGSPERT BBQ
6.0,6.0,173.1772,SCOTTY D'S BUILT FOR BBQ
6.0,7.0,173.12,SHAGAN PIT
6.0,8.0,170.8456,Hogs Breath BBQ SD
6.0,9.0,170.2628,SPITFIRE
6.0,10.0,169.7372,SMOKIN NITRO
6.0,11.0,169.1656,BIG ISLAND BBQ
6.0,12.0,169.12,Classic Rack
6.0,13.0,168.0,ROLLIN' SMOKE BBQ SD
6.0,14.0,167.4056,CHARCOAL LOUNGERS
6.0,15.0,165.7028,PIGTAMER BBQ
6.0,16.0,163.44,GERRIT BOYS BARBEQUE
6.0,17.0,162.8228,SMOKEY AND HIS BANDITS
6.0,18.0,162.32,BIG STONE BRISKETEERS
6.0,19.0,161.1428,QUE STREET
6.0,20.0,159.4056,SHORT CREW BBQ
6.0,21.0,158.8344,SMOKE'N ICE
6.0,22.0,157.1428,DAKOTA SMOKE SHACK
6.0,23.0,156.56,FIREHOUSE RIBS
6.0,24.0,151.4056,Electric SMOKE
6.0,25.0,146.2628,CRF BLUE RIBB'N BBQ
6.0,26.0,145.6912,RIBS & BIBS
7.0,1.0,177.7372,BIG BROTHERS BBQ
7.0,2.0,176.0344,SMOKIN ON THE FLAT
7.0,3.0,174.8572,BAVARIAN SMOKE BBQ
7.0,4.0,174.2972,Northern Smoke BBQ
7.0,5.0,174.2744,iBQ'n@TheBBQSuperStore.com
7.0,6.0,170.88,BAR-B-QUE-SKIS
7.0,7.0,170.8228,CANCERSUCKSCHICAGO.COM
7.0,8.0,169.7028,BAD WOLF BBQ
7.0,9.0,169.6684,AWW HELL
7.0,10.0,168.56,PORK OF THE NORTH
7.0,11.0,168.5256,MAC ATTACK BBQ
7.0,12.0,167.9656,KRESMOKERS
7.0,13.0,167.954,STEEL SMOKIN' BBQ
7.0,14.0,166.2856,ANCHOR CITY SMOKE
7.0,15.0,166.2628,4 SMOKING PIGS
7.0,16.0,165.68,MOTLEY QUE CREW
7.0,17.0,165.1772,Smoked & Sauced
7.0,18.0,165.1316,HOLY SMOKERS MI
7.0,19.0,165.0972,SQUIRRELS 2 BBQ
7.0,20.0,165.0972,Simon's BBQ
7.0,21.0,165.0856,METALTEK MEATHEADS
7.0,22.0,164.56,Smoky's BBQ
7.0,23.0,164.5256,TWISTED SMOKE BBQ TEAM
7.0,24.0,163.3828,LET'S GET SAUCED
7.0,25.0,162.3428,Bueno Jimmy BBQ
7.0,26.0,161.7256,Papa Smoke's BBQ
7.0,27.0,161.68,PREPPY PIG BBQ
7.0,28.0,160.5372,Uncle Mike's BBQ
7.0,29.0,160.5256,SMOKIN ACES@THEBBQSUPERSTORE.COM
7.0,30.0,158.2744,SMOKIN GOOD TIME BBQ
7.0,31.0,157.6572,MAD JACK'S BBQ
7.0,32.0,155.9428,SWEET RACKS & SMOKIN' BUTTS BBQ
7.0,33.0,155.9312,BBQ BLUES
7.0,34.0,155.3944,Jus' Blowin' Smoke
7.0,35.0,152.606,River Bend Bar & Grill
7.0,36.0,152.5372,Winks BBQ
7.0,37.0,152.5256,Team Real Grillers
7.0,38.0,150.8344,PIGS-N-DIGS BBQ TEAM
7.0,39.0,146.2628,BRIAN'S BEEF
8.0,1.0,175.4744,SQUEAL OF APPROVAL
8.0,2.0,175.44,FLYING WRENCH SMOKIN' PIT CREW
8.0,3.0,172.0228,BIG STACKS BARBEQUE
8.0,4.0,170.8344,PHAT JACKS BBQ NE
8.0,5.0,169.7028,ROLLIN IN THE RUB
8.0,6.0,168.5828,TATTOO BOB'S BAR B Q
8.0,7.0,168.5256,THE SMOKING HILLS
8.0,8.0,167.4056,JAESTAR BBQ
8.0,9.0,166.8572,TO THE BEE
8.0,10.0,166.286,HOT GRILL ON GRILL ACTION
8.0,11.0,165.7028,LEEPS BBQ
8.0,12.0,165.6912,AYERS PIT CREW
8.0,13.0,165.1428,HELPING U BBQ
8.0,14.0,164.56,WORTH THE WAIT BBQ
8.0,15.0,164.0456,COUNTRY ROADS NE
8.0,16.0,164.0,YOU GONNA LIKE IT
8.0,17.0,161.68,SLOBBERIN MOUTH BBQ
8.0,18.0,161.6684,SMOKEY BEAR'S BBQ
8.0,19.0,161.12,ROGUE Q SMOKERS OF THE SERENGETI
8.0,20.0,161.1084,DRUNKMAN'S BARBECUE
8.0,21.0,159.9656,BUFFALO'S BBQ
8.0,22.0,159.4056,SMOKERS PURGATORY
8.0,23.0,158.7884,SMOKIN' LEFTY'S BBQ
8.0,24.0,158.2856,BACK ALLEY BUTT RUBBERS
8.0,25.0,155.9772,B' TOWN SMOKIN FOOLS
8.0,26.0,155.9656,WHEN PIGS DIE
8.0,27.0,153.7256,HIDDEN BOOGER BBQ
8.0,28.0,153.6684,BODACIOUS BUTTS AND BONES
8.0,29.0,152.0228,SMOKIN SOUTH OMAHA BOYS (S.S.O.B.)
8.0,30.0,151.4284,LINCOLN HIGHWAY BARBQUE
8.0,31.0,143.9084,PORKY BUTTS BBQ
8.0,32.0,142.2512,EAT MY SMOKE
9.0,1.0,177.7144,OLD STYLE BBQ
9.0,2.0,175.44,R BUTTS R SMOKIN
9.0,3.0,175.44,BLUE BUCKET BBQ
9.0,4.0,175.4056,DODGE COUNTY SMOKERS
9.0,5.0,173.1428,SMOKIN BAD HABIT
9.0,6.0,173.1084,CAVEMAN CUISINE
9.0,7.0,172.0572,FRONT DOOR GANG
9.0,8.0,172.0228,PORK ME PURPLE
9.0,9.0,170.8684,LAZY BUTT BBQ CREW
9.0,10.0,168.56,NAUGHTY NURSES BBQ
9.0,11.0,168.5484,WILD BLUE
9.0,12.0,168.5372,HOG TIDE BAR-B-QUE
9.0,13.0,167.9772,THE AMERICAN DREAM BBQ
9.0,14.0,167.954,STICKS-N-CHICKS BBQ
9.0,15.0,167.3944,PORK PULLIN PLOWBOYS
9.0,16.0,166.8572,LITTLE PIG TOWN BBQ
9.0,17.0,166.8344,FUNNY FARM BBQ
9.0,18.0,166.8228,Chubby's Chuckwagon
9.0,19.0,166.8228,LIL' FIDDLER'S
9.0,20.0,166.2628,PELLET ENVY
9.0,21.0,166.2628,RIBS N BIBS
9.0,22.0,166.2512,B & C SMOKERS
9.0,23.0,165.1312,INDIGO PIG
9.0,24.0,165.12,WANNA B'S
9.0,25.0,165.074,SMOKERS WILD
9.0,26.0,164.5372,777 BBQ
9.0,27.0,164.0344,SILVER FOX BBQ
9.0,28.0,163.9544,BURNT AT BOTH ENDZ
9.0,29.0,163.3828,F.O.M.S.B.
9.0,30.0,161.6684,HAWG SQUADRON BBQ
9.0,31.0,160.5828,Old Old 50 BBQ
9.0,32.0,160.5484,SKEET'S Q
9.0,33.0,158.8228,Irwin's Pit Crew BBQ
9.0,34.0,157.1656,MIKE'S MAGIC SMOKE
9.0,35.0,157.0972,Taste-T Base-T BBQ
9.0,36.0,156.5828,MEATRUBBERS
9.0,37.0,155.9428,Double Smokin' Trouble
9.0,38.0,155.44,WHEAT STATE SMOKERS
9.0,39.0,149.7028,Smokin' Buds BBQ
9.0,40.0,147.3716,OUT OF BOUNDS BBQ
10.0,1.0,173.1428,FLYING PORKERS
10.0,2.0,169.7028,LO' -N- SLO' BBQ
10.0,3.0,168.56,Ribs N'at
10.0,4.0,167.44,HAWG NATION BBQ
10.0,5.0,166.24,BLACK DAWG BBQ
10.0,6.0,165.68,FRANKLIN COUNTY MOONSWINERS
10.0,7.0,164.56,FATTY MAC BARBECUE
10.0,8.0,162.2628,DIVA Q
10.0,9.0,161.7028,Aussom Aussie
10.0,10.0,161.1656,UNCLE WADE'S BBQ
10.0,11.0,160.5828,R.C.B. BARBEQUE
10.0,12.0,160.5712,SMOKIN VALLEY BBQ
10.0,13.0,160.56,BIG AL'S SMOKIN' BBQ
10.0,14.0,158.24,RED VALLEY BBQ
10.0,15.0,152.5372,PAPA WOOD BBQ
10.0,16.0,150.8,HOLLYWOOD N SWINE
10.0,17.0,146.8456,Boss Hogg
11.0,1.0,177.7028,PORK PATROL BBQ
11.0,2.0,176.6172,SMOKETACULAR
11.0,3.0,171.4288,FARMBOY BBQ
11.0,4.0,170.8228,SMOKIN BUTT BBQ
11.0,5.0,170.2972,LUCKY'S Q
11.0,6.0,169.7028,BURNT FINGER BBQ
11.0,7.0,169.1428,SMOKIN O BBQ
11.0,8.0,168.0,IOWA WILD HOGS BBQ
11.0,9.0,167.9884,IOWA STATE GRILL TEAM
11.0,10.0,167.3828,THERE'S NO PLACE LIKE SMOKE
11.0,11.0,166.8572,HONEYBADGER BBQ
11.0,12.0,166.8112,BIG CHAIN BBQ GANG
11.0,13.0,166.2628,THE WICKED PIG
11.0,14.0,166.2628,SMOKEY D'S WANNABEES
11.0,15.0,164.6172,GRILLS GONE WILD IOWA
11.0,16.0,164.5944,Uncle Bub's BBQ LLC
11.0,17.0,164.5716,Spanky and the Meat Mafia
11.0,18.0,164.5484,ddon's Pit crew
11.0,19.0,164.0116,Big Brads BBQ
11.0,20.0,163.9772,BREW-B-Q
11.0,21.0,161.7488,OLD BOY'S BBQ
11.0,22.0,161.7144,BIG HEAD DOG BBQ
11.0,23.0,161.0856,SWINE ASSASSINS
11.0,24.0,158.2628,LION 'BOUT THE Q
11.0,25.0,157.1084,S&S BBQ
11.0,26.0,156.514,TEMPLETON RYE WOODFELLAS
11.0,27.0,155.4284,KLASSY KREW BBQ
11.0,28.0,148.5028,POLITICAL PORK
12.0,1.0,173.1656,FIRE FIGHTING BBQ TEAM
12.0,2.0,172.5944,SLAP SHOT BBQ
12.0,3.0,171.9656,"CHIX, SWINE & BOVINE BBQ"
12.0,4.0,171.44,OLD VIRGINIA SMOKE
12.0,5.0,170.8572,CRUZEN 2 Q
12.0,6.0,169.68,3 EYZ BBQ
12.0,7.0,169.1544,CAT SASS BBQ
12.0,8.0,169.1428,ROCK'S MONEY PIT BBQ
12.0,9.0,168.0116,VIRGINIA BBQ PIRATES
12.0,10.0,167.44,WOLF'S REVENGE BBQ
12.0,11.0,167.4172,GOONEY CREEK BBQ
12.0,12.0,166.8456,PAVONE BROTHERS BBQ
12.0,13.0,166.3088,4:20 Q
12.0,14.0,166.2972,GRAND SLAM BBQ
12.0,15.0,164.5944,RED WAX BBQ
12.0,16.0,164.5372,ALQUEMY - VA
12.0,17.0,163.4628,Slicks Bar-B-Que
12.0,18.0,163.4172,SMOKIN SKULLIES
12.0,19.0,163.4172,REDNECK SCIENTIFIC
12.0,20.0,162.8688,Plum Crazy for Bar-B-Q
12.0,21.0,161.0856,Patent Pending BBQ
12.0,22.0,160.5484,PEPPER MONKEY BBQ
12.0,23.0,160.5484,HOG-IT-UP BBQ
12.0,24.0,160.5028,SMOKIN PIT CREW
12.0,25.0,158.88,Laidback BBQ
12.0,26.0,158.8344,JD'S SMOKIN MISFITS
12.0,27.0,158.8,SIMPLY Q
12.0,28.0,158.24,LYIN' PIGS
12.0,29.0,158.24,JAM'N HAMS
12.0,30.0,154.8456,FIRE - IT - UP
12.0,31.0,154.8456,MAKIN BACON BBQ
12.0,32.0,154.2628,REX BBQ
12.0,33.0,154.24,McShin Foundation Alumni BBQ Team
12.0,34.0,154.2284,BUCKSHOT'S BBQ
12.0,35.0,153.0856,Campfire BBQ
12.0,36.0,152.56,THE PIG'S EAR
12.0,37.0,152.5028,STOKE & SMOKE BBQ
12.0,38.0,152.0,BACKYARD BURNERS
12.0,39.0,150.2744,NEW REVOLUTION Q
12.0,40.0,149.6228,ASHBURN BBQ
12.0,41.0,145.1084,TWO SMOKIN' LAMPS
12.0,42.0,144.514,Q This
12.0,43.0,142.2744,SMOKEY ANDERSON BBQ
12.0,44.0,141.0856,HEAVENLY HOGS BBQ COMPANY
12.0,45.0,135.92,Special Ed's BBQ
13.0,1.0,178.88,MOKAN MEATHEADS
13.0,2.0,176.5828,THE SMOKIN' WALZS
13.0,3.0,174.2744,TRUEBUD BBQ
13.0,4.0,171.9656,Patio Pros
13.0,5.0,171.44,SPICEWINE IRONWORKS
13.0,6.0,171.44,THIS IS HOW WE QUE IT
13.0,7.0,171.4172,Shake 'n Bake
13.0,8.0,170.2856,Q LIVE CREW
13.0,9.0,169.1428,FULL STRUT BBQ & CATERING
13.0,10.0,169.12,THESLABS.COM
13.0,11.0,168.56,BLAZIN' BLUES BBQ
13.0,12.0,167.3828,HICKORY HILLS
13.0,13.0,166.2628,NATURAL BORN GRILLERS
13.0,14.0,166.2628,J & D Smokers
13.0,15.0,165.7256,ALL PORKED UP
13.0,16.0,165.68,"WHISKEY,WOMEN & WIBS"
13.0,17.0,165.1428,GETTIN' BASTED
13.0,18.0,164.56,Liquor and Sticker
13.0,19.0,164.5372,BINGO PETES
13.0,20.0,163.9656,HOOTCHIE COOTCHIE BBQ
13.0,21.0,163.4172,IHC BBQ
13.0,22.0,162.2972,Smokin A's BBQ
13.0,23.0,162.2628,ROCKABILLY BBQ
13.0,24.0,161.1084,SOUTH FORK PORK
13.0,25.0,160.5828,SEDALIA MASTERBASTERS
13.0,26.0,158.2856,THE SMOKE KINGS
13.0,27.0,157.12,CC BBQ
13.0,28.0,157.12,Bushwhackers
13.0,29.0,157.1084,LAST SUPPER
13.0,30.0,156.5372,PORK ASSASSINS
13.0,31.0,156.5256,CHOP QUEY
13.0,32.0,155.9888,WINGED SWINE
13.0,33.0,155.3828,Griller in the Mist
13.0,34.0,151.4284,Backyard Smokers
13.0,35.0,148.5028,Flash Flood Barbeque
13.0,36.0,128.56,Smoken Butt Barbeque
14.0,1.0,175.4056,ROCKY TOP BARBEQUE
14.0,2.0,174.2856,DEADHEAD SMOKERS
14.0,3.0,173.12,ASH KICKERS BBQ
14.0,4.0,171.9656,BIG ON THE PIG
14.0,5.0,171.9656,UNCULTURED SWINE
14.0,6.0,171.4056,HOGGY BOTTOM BOYS
14.0,7.0,169.7028,Pig in a Poke
14.0,8.0,169.68,THE SMOKEHOUSE MAFIA
14.0,9.0,169.12,THE NOLICHUCKY BULLETS
14.0,10.0,168.5828,SMOKE ON THIS
14.0,11.0,167.4288,LAST SMOKER STANDING
14.0,12.0,166.8344,THE BLUE BLOODS
14.0,13.0,164.56,WE B QUE'N
14.0,14.0,163.9312,TEMPLAR TEMPTATIONS
14.0,15.0,163.4284,DIRTY OL' BUTT SLAPPERS
14.0,16.0,162.2284,KILLER B'S BBQ
14.0,17.0,161.12,HOUSE OF Q
14.0,18.0,158.24,THE PASSION OF SWINE
14.0,19.0,156.5372,CONTAGIOUS Q
14.0,20.0,147.3256,EAST TENNESSE Q CREW
15.0,1.0,174.8916,THE BASIC BBQ TEAM
15.0,2.0,173.7028,MEAT @ SLIMS
15.0,3.0,173.1084,THE 5TH ARTERY
15.0,4.0,172.0344,CRAZY SMOKE
15.0,5.0,171.4172,FEEDING FRIENDZ
15.0,6.0,170.88,QUE AND A HALF MEN
15.0,7.0,170.88,THE DEVINE SWINE
15.0,8.0,170.8572,CAN U SMELL MY PITS BBQ
15.0,9.0,169.7028,FATBACK JOE'S BBQ
15.0,10.0,169.1544,SMOKIN HOGGZ BBQ - MA
15.0,11.0,168.6056,PORK BUTT AND CHICKEN LEGS
15.0,12.0,166.88,Beverage Brothers BBQ
15.0,13.0,166.8456,BLAZIN' BUTTZ BBQ
15.0,14.0,166.3088,Chicken Chokers BBQ
15.0,15.0,166.2744,INSANE SWINE BBQ
15.0,16.0,165.7256,Belted Cow BBQ
15.0,17.0,165.1544,JOEPEANUTS BBQ TEAM
15.0,18.0,164.56,THAT'S OUR QUE
15.0,19.0,164.5484,RED NECK CAVIAR
15.0,20.0,163.4056,BONEYARD SMOKERS
15.0,21.0,162.8228,Big Bad Wolf
15.0,22.0,161.7144,Quittin' Time! BBQ
15.0,23.0,161.7028,ACK-QUE
15.0,24.0,161.68,APORKALYPSE NOW
15.0,25.0,161.1428,THE PERFECT BUTT
15.0,26.0,161.1428,IQUE
15.0,27.0,159.9772,Jacked Up
15.0,28.0,158.8228,BIG BONED BBQ
15.0,29.0,158.2972,Uncle Jed's BBQ Team
15.0,30.0,157.68,Fire on the Mountain BBQ
15.0,31.0,157.1772,SMOKIN ACES
15.0,32.0,157.0972,HERDING SMOKE
15.0,33.0,155.9888,Young Gunz
15.0,34.0,155.9428,STUBBORN BULL BBQ
15.0,35.0,155.4172,RACK'N'RUIN
15.0,36.0,153.6572,BLACKSTRAP BBQ
15.0,37.0,153.12,Jack's Down Home Barbecue
15.0,38.0,151.9772,RHODE HOG BBQ
15.0,39.0,151.9656,MADMIKE'S SMOKIN' HAWGS BBQ
15.0,40.0,150.2628,BIG GUNS BBQ
15.0,41.0,149.7028,The Big Nasty's
15.0,42.0,149.0968,PORKGASM BBQ
15.0,43.0,148.5716,FLATLANDER BARBECUE
15.0,44.0,146.8456,RUB THIS BBQ
15.0,45.0,135.4516,BOAR-N-Q
15.0,46.0,133.0972,GRILLZ GONE WILD
16.0,1.0,173.1656,LIGHTIN LOGS AND SMOKIN HOGS
16.0,2.0,169.7028,SMOKEY'S BARBQUE WA
16.0,3.0,169.7028,LAKE HOUSE BBQ
16.0,4.0,169.1544,WINECOUNTRYQ
16.0,5.0,166.8344,PIGGY D'S BBQ
16.0,6.0,165.7028,DANCES WITH SMOKE BARBEQUE
16.0,7.0,165.1428,Smokin' Red Wolf
16.0,8.0,164.5716,RAVEN'S FYRE BBQ TEAM
16.0,9.0,163.9884,J&S BBQ Express
16.0,10.0,162.834,FAHRENHEIT 250
16.0,11.0,160.0228,Two Loose Screws BBQ
16.0,12.0,160.0228,SLOW PORKIN'
16.0,13.0,155.44,WARPIG BBQ
17.0,1.0,174.2628,BOWLING OVER PIGS
17.0,2.0,170.8456,Royal Smokin' Hot BBQ
17.0,3.0,170.2628,PORK DYNASTY
17.0,4.0,169.1544,LIL' PIG BBQ
17.0,5.0,169.1428,PIG LOVE Q
17.0,6.0,168.5944,GET SOME SALTWORKS BBQ
17.0,7.0,167.4172,BUTCHER'S DAUGHTER BBQ
17.0,8.0,167.4172,PORKTERA BBQ
17.0,9.0,165.0972,HOG ISLAND PITMASTERS
17.0,10.0,164.5828,CHARLIE DAWGS BBQ TEAM
17.0,11.0,164.5372,TOO ASHAMED TO NAME BBQ
17.0,12.0,162.8572,MEAT HUSTLE
17.0,13.0,162.32,PIRATES OF THE PIG
17.0,14.0,161.7144,SMOKERS WILD BBQ
17.0,15.0,161.1428,BIG PIG BBQ
17.0,16.0,159.9888,SMOKEY LUV BBQ
17.0,17.0,157.7256,ROLLING BONES TRAVELLING BBQ
17.0,18.0,155.4172,HOUND DOG BARBECUE
17.0,19.0,153.12,SMOKIN' THE BANDIT
17.0,20.0,151.9884,ALL STAR QUE
